Unnamed: 0,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Rat,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,Rec_BrkTkl,Rec_Rec/Br,Rush_Att,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
11.0,I.Davis,New York Jets,6,3,27,0,2,6,2.0,21,7.0,3.7,0,0.0,0,0.0,62.5,40,1,17,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53.0,1208,Miami Dolphins,0,Hard Rock,outdoors,grass,78,57,13,1,Mostly Cloudy
12.0,B.Allen,New York Jets,5,4,38,0,3,1,0.3,37,9.3,0.2,0,0.0,0,0.0,98.3,43,0,7,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54.0,1208,Miami Dolphins,0,Hard Rock,outdoors,grass,78,57,13,1,Mostly Cloudy
13.0,M.Pruitt,Pittsburgh Steelers,1,1,-1,0,0,0,0.0,0,0.0,-3.0,0,0.0,0,0.0,79.2,0,0,0,-1,0,0.0,-3.0,-3.0,2.0,2.0,0.0,0.0,0,31.0,1208,Cleveland Browns,1,Acrisure,outdoors,grass,48,60,14,1,Clear
14.0,D.Washington,Pittsburgh Steelers,1,0,0,0,0,0,0.0,0,0.0,2.0,0,0.0,0,0.0,39.6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58.0,1208,Cleveland Browns,1,Acrisure,outdoors,grass,48,60,14,1,Clear
15.0,C.Austin,Pittsburgh Steelers,4,1,4,0,0,0,0.0,0,0.0,10.8,0,0.0,0,0.0,39.6,0,0,0,4,0,0.0,-1.0,-1.0,5.0,5.0,0.0,0.0,0,35.0,1208,Cleveland Browns,1,Acrisure,outdoors,grass,48,60,14,1,Clear
16.0,V.Jefferson,Pittsburgh Steelers,1,1,10,1,0,0,0.0,0,0.0,10.0,0,0.0,0,0.0,147.9,0,0,0,10,0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0,74.0,1208,Cleveland Browns,1,Acrisure,outdoors,grass,48,60,14,1,Clear
17.0,M.Williams,Pittsburgh Steelers,4,3,36,0,0,0,0.0,0,0.0,19.5,0,0.0,0,0.0,102.1,0,0,0,22,0,1.0,35.0,11.7,1.0,0.3,0.0,0.0,0,29.0,1208,Cleveland Browns,1,Acrisure,outdoors,grass,48,60,14,1,Clear
18.0,S.Miller,Pittsburgh Steelers,4,3,38,0,0,0,0.0,0,0.0,11.3,0,0.0,0,0.0,104.2,0,0,0,21,0,1.0,27.0,9.0,11.0,3.7,0.0,0.0,0,52.0,1208,Cleveland Browns,1,Acrisure,outdoors,grass,48,60,14,1,Clear
19.0,P.Freiermuth,Pittsburgh Steelers,3,3,48,1,0,0,0.0,0,0.0,10.7,0,0.0,0,0.0,158.3,0,0,0,21,0,2.0,32.0,10.7,16.0,5.3,0.0,0.0,0,62.0,1208,Cleveland Browns,1,Acrisure,outdoors,grass,48,60,14,1,Clear
20.0,J.Warren,Pittsburgh Steelers,5,2,25,0,1,-11,-5.5,36,18.0,-2.0,0,0.0,0,0.0,56.2,47,0,14,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52.0,1208,Cleveland Browns,1,Acrisure,outdoors,grass,48,60,14,1,Clear
21.0,N.Harris,Pittsburgh Steelers,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,53,1,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42.0,1208,Cleveland Browns,1,Acrisure,outdoors,grass,48,60,14,1,Clear
22.0,M.Woods,Cleveland Browns,3,1,12,0,0,0,0.0,0,0.0,13.0,0,0.0,0,0.0,46.5,0,0,0,12,0,1.0,1.0,1.0,11.0,11.0,0.0,0.0,0,88.0,1208,Pittsburgh Steelers,0,Acrisure,outdoors,grass,48,60,14,1,Clear
23.0,E.Moore,Cleveland Browns,4,3,34,0,3,24,8.0,10,3.3,11.3,0,0.0,0,0.0,60.4,0,0,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,83.0,1208,Pittsburgh Steelers,0,Acrisure,outdoors,grass,48,60,14,1,Clear
24.0,D.Njoku,Cleveland Browns,13,7,42,1,0,0,0.0,0,0.0,8.1,0,0.0,0,0.0,86.1,0,0,0,15,0,2.0,32.0,4.6,10.0,1.4,0.0,0.0,0,90.0,1208,Pittsburgh Steelers,0,Acrisure,outdoors,grass,48,60,14,1,Clear
25.0,J.Jeudy,Cleveland Browns,6,5,64,1,0,0,0.0,0,0.0,10.0,0,0.0,0,0.0,150.7,0,0,0,35,0,2.0,55.0,11.0,9.0,1.8,0.0,0.0,0,92.0,1208,Pittsburgh Steelers,0,Acrisure,outdoors,grass,48,60,14,1,Clear
26.0,J.Ford,Cleveland Browns,4,3,19,0,1,5,1.7,14,4.7,7.5,0,0.0,0,0.0,84.4,28,0,7,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56.0,1208,Pittsburgh Steelers,0,Acrisure,outdoors,grass,48,60,14,1,Clear
27.0,N.Chubb,Cleveland Browns,1,0,0,0,0,0,0.0,0,0.0,-5.0,0,0.0,0,0.0,0.0,48,0,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,36.0,1208,Pittsburgh Steelers,0,Acrisure,outdoors,grass,48,60,14,1,Clear
28.0,K.Juszczyk,San Francisco 49ers,2,1,3,0,0,3,3.0,0,0.0,15.0,0,0.0,0,0.0,56.2,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51.0,1208,Chicago Bears,1,Levi's,outdoors,grass,66,53,6,0,Mostly Cloudy
29.0,E.Saubert,San Francisco 49ers,1,1,4,0,0,0,0.0,0,0.0,3.0,0,0.0,0,0.0,83.3,0,0,0,4,0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0,28.0,1208,Chicago Bears,1,Levi's,outdoors,grass,66,53,6,0,Mostly Cloudy
30.0,R.Pearsall,San Francisco 49ers,2,1,5,0,0,5,5.0,0,0.0,18.5,0,0.0,0,0.0,56.2,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49.0,1208,Chicago Bears,1,Levi's,outdoors,grass,66,53,6,0,Mostly Cloudy
31.0,J.Jennings,San Francisco 49ers,8,7,90,2,0,0,0.0,0,0.0,10.3,0,0.0,0,0.0,153.1,0,0,0,39,0,4.0,64.0,9.1,26.0,3.7,0.0,0.0,0,74.0,1208,Chicago Bears,1,Levi's,outdoors,grass,66,53,6,0,Mostly Cloudy
32.0,G.Kittle,San Francisco 49ers,6,6,151,0,0,0,0.0,0,0.0,8.0,0,0.0,0,0.0,118.7,0,0,0,33,0,6.0,48.0,8.0,103.0,17.2,0.0,0.0,0,85.0,1208,Chicago Bears,1,Levi's,outdoors,grass,66,53,6,0,Mostly Cloudy
33.0,D.Samuel,San Francisco 49ers,3,2,22,0,1,18,9.0,4,2.0,6.0,0,0.0,0,0.0,88.2,13,0,8,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,79.0,1208,Chicago Bears,1,Levi's,outdoors,grass,66,53,6,0,Mostly Cloudy
34.0,P.Taylor,San Francisco 49ers,1,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,39.6,25,1,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33.0,1208,Chicago Bears,1,Levi's,outdoors,grass,66,53,6,0,Mostly Cloudy
35.0,I.Guerendo,San Francisco 49ers,2,2,50,0,2,26,13.0,24,12.0,13.0,0,0.0,0,0.0,118.7,78,2,30,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56.0,1208,Chicago Bears,1,Levi's,outdoors,grass,66,53,6,0,Mostly Cloudy
36.0,K.Allen,Chicago Bears,5,3,30,0,0,0,0.0,0,0.0,7.4,0,0.0,0,0.0,77.1,0,0,0,14,0,3.0,19.0,6.3,11.0,3.7,0.0,0.0,0,89.0,1208,San Francisco 49ers,0,Levi's,outdoors,grass,66,53,6,0,Mostly Cloudy
37.0,R.Odunze,Chicago Bears,5,4,42,2,3,32,8.0,10,2.5,12.4,0,0.0,0,0.0,141.2,0,0,0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,92.0,1208,San Francisco 49ers,0,Levi's,outdoors,grass,66,53,6,0,Mostly Cloudy
38.0,D.Moore,Chicago Bears,8,6,49,0,3,11,1.8,38,6.3,5.1,0,0.0,0,0.0,90.1,0,0,0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,91.0,1208,San Francisco 49ers,0,Levi's,outdoors,grass,66,53,6,0,Mostly Cloudy
39.0,D.Swift,Chicago Bears,2,1,2,0,0,2,2.0,0,0.0,1.0,0,0.0,0,0.0,56.2,38,0,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,79.0,1208,San Francisco 49ers,0,Levi's,outdoors,grass,66,53,6,0,Mostly Cloudy
40.0,J.Oliver,Minnesota Vikings,2,1,26,0,0,0,0.0,0,0.0,4.5,0,0.0,0,0.0,95.8,0,0,0,26,0,1.0,4.0,4.0,22.0,22.0,0.0,0.0,0,50.0,1208,Atlanta Falcons,1,U.S. Bank,indoors,turf,38,70,7,4,Overcast
41.0,T.Hockenson,Minnesota Vikings,5,4,45,0,0,0,0.0,0,0.0,8.0,0,0.0,0,0.0,104.2,0,0,0,18,0,3.0,24.0,6.0,21.0,5.3,0.0,0.0,0,62.0,1208,Atlanta Falcons,1,U.S. Bank,indoors,turf,38,70,7,4,Overcast
42.0,J.Jefferson,Minnesota Vikings,7,7,132,2,5,108,15.4,24,3.4,15.4,0,0.0,0,0.0,158.3,0,0,0,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,95.0,1208,Atlanta Falcons,1,U.S. Bank,indoors,turf,38,70,7,4,Overcast
43.0,J.Addison,Minnesota Vikings,12,8,133,3,6,103,12.9,30,3.8,11.3,0,0.0,0,0.0,143.4,0,0,0,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75.0,1208,Atlanta Falcons,1,U.S. Bank,indoors,turf,38,70,7,4,Overcast
44.0,C.Akers,Minnesota Vikings,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,37,0,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32.0,1208,Atlanta Falcons,1,U.S. Bank,indoors,turf,38,70,7,4,Overcast
45.0,A.Jones,Minnesota Vikings,2,2,11,0,0,-2,-1.0,13,6.5,-1.0,0,0.0,0,0.0,89.6,73,1,15,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,63.0,1208,Atlanta Falcons,1,U.S. Bank,indoors,turf,38,70,7,4,Overcast
46.0,C.Woerner,Atlanta Falcons,1,1,11,0,0,0,0.0,0,0.0,11.0,0,0.0,0,0.0,112.5,0,0,0,11,0,1.0,11.0,11.0,0.0,0.0,0.0,0.0,0,47.0,1208,Minnesota Vikings,0,U.S. Bank,indoors,turf,38,70,7,4,Overcast
47.0,K.Pitts,Atlanta Falcons,6,1,14,0,0,0,0.0,0,0.0,16.2,0,0.0,0,0.0,0.0,0,0,0,14,0,1.0,4.0,4.0,10.0,10.0,0.0,0.0,0,78.0,1208,Minnesota Vikings,0,U.S. Bank,indoors,turf,38,70,7,4,Overcast
48.0,D.London,Atlanta Falcons,10,5,70,0,4,51,10.2,19,3.8,6.7,0,0.0,0,0.0,33.3,0,0,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,1208,Minnesota Vikings,0,U.S. Bank,indoors,turf,38,70,7,4,Overcast
49.0,D.Mooney,Atlanta Falcons,7,6,142,0,0,0,0.0,0,0.0,15.6,0,0.0,0,0.0,118.7,0,0,0,49,0,6.0,104.0,17.3,38.0,6.3,0.0,0.0,0,95.0,1208,Minnesota Vikings,0,U.S. Bank,indoors,turf,38,70,7,4,Overcast
50.0,R.McCloud,Atlanta Falcons,11,8,98,0,3,28,3.5,70,8.8,2.2,0,0.0,0,0.0,99.8,3,0,3,27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,64.0,1208,Minnesota Vikings,0,U.S. Bank,indoors,turf,38,70,7,4,Overcast
51.0,B.Robinson,Atlanta Falcons,2,2,9,0,0,-3,-1.5,12,6.0,-1.5,0,0.0,0,0.0,85.4,92,1,13,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,85.0,1208,Minnesota Vikings,0,U.S. Bank,indoors,turf,38,70,7,4,Overcast
52.0,J.Wilson,Philadelphia Eagles,1,0,0,0,0,0,0.0,0,0.0,12.0,0,0.0,0,0.0,39.6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.0,1208,Carolina Panthers,1,Lincoln Financial Field,outdoors,grass,57,44,14,0,Mostly Cloudy
53.0,J.Dotson,Philadelphia Eagles,2,1,5,0,0,1,1.0,4,4.0,5.5,0,0.0,0,0.0,56.2,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41.0,1208,Carolina Panthers,1,Lincoln Financial Field,outdoors,grass,57,44,14,0,Mostly Cloudy
54.0,G.Calcaterra,Philadelphia Eagles,3,3,16,1,0,0,0.0,0,0.0,3.3,0,0.0,0,0.0,128.5,0,0,0,7,0,1.0,10.0,3.3,6.0,2.0,0.0,0.0,0,91.0,1208,Carolina Panthers,1,Lincoln Financial Field,outdoors,grass,57,44,14,0,Mostly Cloudy
55.0,D.Smith,Philadelphia Eagles,6,4,37,1,0,0,0.0,0,0.0,5.3,0,0.0,0,0.0,122.9,0,0,0,27,0,2.0,19.0,4.8,18.0,4.5,0.0,0.0,0,90.0,1208,Carolina Panthers,1,Lincoln Financial Field,outdoors,grass,57,44,14,0,Mostly Cloudy
56.0,A.Brown,Philadelphia Eagles,4,4,43,0,0,0,0.0,0,0.0,8.0,0,0.0,0,0.0,111.5,0,0,0,15,0,4.0,32.0,8.0,11.0,2.8,0.0,0.0,0,95.0,1208,Carolina Panthers,1,Lincoln Financial Field,outdoors,grass,57,44,14,0,Mostly Cloudy
57.0,K.Gainwell,Philadelphia Eagles,2,2,7,0,0,3,1.5,4,2.0,1.5,0,0.0,0,0.0,81.2,26,0,20,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.0,1208,Carolina Panthers,1,Lincoln Financial Field,outdoors,grass,57,44,14,0,Mostly Cloudy
58.0,S.Barkley,Philadelphia Eagles,1,0,0,0,0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,39.6,124,0,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,76.0,1208,Carolina Panthers,1,Lincoln Financial Field,outdoors,grass,57,44,14,0,Mostly Cloudy
59.0,J.Sanders,Carolina Panthers,1,0,0,0,0,0,0.0,0,0.0,39.0,0,0.0,0,0.0,39.6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49.0,1208,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,57,44,14,0,Mostly Cloudy
60.0,T.Tremble,Carolina Panthers,2,1,3,1,0,0,0.0,0,0.0,4.5,0,0.0,0,0.0,95.8,0,0,0,3,0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0,65.0,1208,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,57,44,14,0,Mostly Cloudy
61.0,D.Moore,Carolina Panthers,5,2,25,0,0,0,0.0,0,0.0,10.8,0,0.0,0,0.0,56.2,0,0,0,19,0,1.0,18.0,9.0,7.0,3.5,0.0,0.0,0,87.0,1208,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,57,44,14,0,Mostly Cloudy
62.0,X.Legette,Carolina Panthers,8,2,39,0,1,31,15.5,8,4.0,15.6,0,0.0,0,0.0,47.4,0,0,0,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,87.0,1208,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,57,44,14,0,Mostly Cloudy
63.0,A.Thielen,Carolina Panthers,11,9,102,0,0,0,0.0,0,0.0,11.8,0,0.0,0,0.0,67.4,0,0,0,24,0,7.0,89.0,9.9,13.0,1.4,0.0,0.0,0,75.0,1208,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,57,44,14,0,Mostly Cloudy
64.0,C.Hubbard,Carolina Panthers,5,4,15,0,0,-7,-1.8,22,5.5,-0.8,0,0.0,0,0.0,79.2,92,1,15,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,97.0,1208,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,57,44,14,0,Mostly Cloudy
65.0,J.Hyatt,New York Giants,2,0,0,0,0,0,0.0,0,0.0,16.5,0,0.0,0,0.0,39.6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.0,1208,New Orleans Saints,1,MetLife,outdoors,turf,53,40,18,0,Clear
66.0,D.Slayton,New York Giants,6,2,27,0,2,27,13.5,0,0.0,14.0,0,0.0,0,0.0,9.0,0,0,0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,85.0,1208,New Orleans Saints,1,MetLife,outdoors,turf,53,40,18,0,Clear
67.0,W.Robinson,New York Giants,11,4,38,0,2,22,5.5,16,4.0,8.6,0,0.0,0,0.0,46.8,0,0,0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99.0,1208,New Orleans Saints,1,MetLife,outdoors,turf,53,40,18,0,Clear
68.0,D.Bellinger,New York Giants,7,5,45,0,0,0,0.0,0,0.0,6.4,0,0.0,0,0.0,88.4,0,0,0,12,0,3.0,25.0,5.0,20.0,4.0,0.0,0.0,0,78.0,1208,New Orleans Saints,1,MetLife,outdoors,turf,53,40,18,0,Clear
69.0,M.Nabers,New York Giants,10,5,79,0,3,58,11.6,21,4.2,12.5,0,0.0,0,0.0,76.7,0,0,0,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,94.0,1208,New Orleans Saints,1,MetLife,outdoors,turf,53,40,18,0,Clear
70.0,T.Tracy,New York Giants,10,5,38,0,2,15,3.0,23,4.6,2.8,0,0.0,0,0.0,59.6,45,1,7,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,83.0,1208,New Orleans Saints,1,MetLife,outdoors,turf,53,40,18,0,Clear
71.0,D.Pettis,New Orleans Saints,2,0,0,0,0,0,0.0,0,0.0,8.0,0,0.0,0,0.0,39.6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31.0,1208,New York Giants,0,MetLife,outdoors,turf,53,40,18,0,Clear
72.0,K.Austin,New Orleans Saints,5,1,5,0,0,3,3.0,2,2.0,16.0,0,0.0,0,0.0,0.0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65.0,1208,New York Giants,0,MetLife,outdoors,turf,53,40,18,0,Clear
73.0,C.Wilson,New Orleans Saints,1,1,18,0,0,0,0.0,0,0.0,18.0,0,0.0,0,0.0,118.7,0,0,0,18,0,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0,37.0,1208,New York Giants,0,MetLife,outdoors,turf,53,40,18,0,Clear
74.0,F.Moreau,New Orleans Saints,2,2,40,0,0,0,0.0,0,0.0,10.0,0,0.0,0,0.0,118.7,0,0,0,32,0,1.0,20.0,10.0,20.0,10.0,0.0,0.0,0,72.0,1208,New York Giants,0,MetLife,outdoors,turf,53,40,18,0,Clear
75.0,J.Johnson,New Orleans Saints,5,4,50,1,0,0,0.0,0,0.0,9.0,0,0.0,0,0.0,147.9,0,0,0,30,0,3.0,34.0,8.5,16.0,4.0,0.0,0.0,0,72.0,1208,New York Giants,0,MetLife,outdoors,turf,53,40,18,0,Clear
76.0,M.Valdes-Scantling,New Orleans Saints,7,4,51,0,0,0,0.0,0,0.0,18.0,0,0.0,0,0.0,80.1,0,0,0,22,0,2.0,41.0,10.3,10.0,2.5,0.0,0.0,0,71.0,1208,New York Giants,0,MetLife,outdoors,turf,53,40,18,0,Clear
77.0,K.Miller,New Orleans Saints,1,0,0,0,0,0,0.0,0,0.0,2.0,0,0.0,0,0.0,39.6,32,1,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.0,1208,New York Giants,0,MetLife,outdoors,turf,53,40,18,0,Clear
78.0,A.Kamara,New Orleans Saints,5,5,35,0,2,6,1.2,29,5.8,1.2,0,0.0,0,0.0,95.8,44,0,16,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,72.0,1208,New York Giants,0,MetLife,outdoors,turf,53,40,18,0,Clear
79.0,N.Vannett,Tennessee Titans,2,1,4,0,0,0,0.0,0,0.0,-0.5,0,0.0,0,0.0,56.2,0,0,0,4,0,0.0,-3.0,-3.0,7.0,7.0,0.0,0.0,0,44.0,1208,Jacksonville Jaguars,1,Nissan,outdoors,grass,54,53,8,12,Overcast
80.0,T.Boyd,Tennessee Titans,4,1,7,0,1,7,7.0,0,0.0,4.3,0,0.0,0,0.0,39.6,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,59.0,1208,Jacksonville Jaguars,1,Nissan,outdoors,grass,54,53,8,12,Overcast
81.0,C.Okonkwo,Tennessee Titans,4,3,8,0,0,0,0.0,0,0.0,6.5,0,0.0,0,0.0,77.1,0,0,0,10,0,2.0,1.0,0.3,7.0,2.3,0.0,0.0,0,72.0,1208,Jacksonville Jaguars,1,Nissan,outdoors,grass,54,53,8,12,Overcast
82.0,N.Westbrook-Ikhine,Tennessee Titans,2,1,19,0,0,0,0.0,0,0.0,13.5,0,0.0,0,0.0,83.3,0,0,0,19,0,1.0,18.0,18.0,1.0,1.0,0.0,0.0,0,94.0,1208,Jacksonville Jaguars,1,Nissan,outdoors,grass,54,53,8,12,Overcast
83.0,C.Ridley,Tennessee Titans,12,7,59,0,1,37,5.3,22,3.1,2.9,0,0.0,0,0.0,71.2,0,0,0,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,83.0,1208,Jacksonville Jaguars,1,Nissan,outdoors,grass,54,53,8,12,Overcast
84.0,T.Spears,Tennessee Titans,2,1,2,0,0,0,0.0,2,2.0,-3.5,0,0.0,0,0.0,56.2,21,0,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38.0,1208,Jacksonville Jaguars,1,Nissan,outdoors,grass,54,53,8,12,Overcast
85.0,T.Pollard,Tennessee Titans,2,2,22,0,1,-6,-3.0,28,14.0,-3.0,0,0.0,0,0.0,112.5,102,0,21,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62.0,1208,Jacksonville Jaguars,1,Nissan,outdoors,grass,54,53,8,12,Overcast
86.0,D.Duvernay,Jacksonville Jaguars,3,3,8,0,2,6,2.0,2,0.7,2.0,0,0.0,0,0.0,79.2,-7,0,-7,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49.0,1208,Tennessee Titans,0,Nissan,outdoors,grass,54,53,8,12,Overcast
87.0,P.Washington,Jacksonville Jaguars,2,2,15,0,0,0,0.0,0,0.0,6.0,0,0.0,0,0.0,97.9,0,0,0,8,0,1.0,12.0,6.0,3.0,1.5,0.0,0.0,0,75.0,1208,Tennessee Titans,0,Nissan,outdoors,grass,54,53,8,12,Overcast
88.0,B.Strange,Jacksonville Jaguars,1,1,21,0,0,0,0.0,0,0.0,13.0,0,0.0,0,0.0,118.7,0,0,0,21,0,1.0,13.0,13.0,8.0,8.0,0.0,0.0,0,44.0,1208,Tennessee Titans,0,Nissan,outdoors,grass,54,53,8,12,Overcast
